word,allcount,I,II,III,IV,V,VI,VII,VIII,IX,X,XI,XII,XIII,,全ての章で使っているか
commanding,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
hobbling,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
attempting,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
govern,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
administers,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
restlessness,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
minds,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
discrimination,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
adaptation,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
shakes,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
restless,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
distrustful,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
feudal,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
bringing,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
anarchy,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
flinging,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
essentials,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
animated,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
throughout,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
waits,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
capacity,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
interfered,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
succumb,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,FALSE
iv,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
fighters,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
possibility,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
waited,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
provided,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
implies,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
offensive,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
standing,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
indicates,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
insufficient,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
superabundance,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
hides,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
recesses,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
flashes,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
topmost,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
ken,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
herd,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
done,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
lift,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
autumn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
hair,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
sharp,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
hear,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
noise,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
thunder,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
quick,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
ear,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
ancients,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
excels,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
victories,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
reputation,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
credit,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
establishes,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
certainty,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
already,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
miss,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
strategist,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
seeks,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
won,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
whereas,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
destined,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
fights,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
consummate,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
strictly,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
adheres,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
respect,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
firstly,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
secondly,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
thirdly,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
fourthly,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
fifthly,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
owes,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
existence,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
opposed,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
pound,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
weight,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
placed,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
scale,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
onrush,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
bursting,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
pent-up,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
waters,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
chasm,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
fathoms,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,FALSE
v,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
dividing,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
nowise,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
instituting,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
signals,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
withstand,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
brunt,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
unshaken,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
impact,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
grindstone,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
dashed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
egg,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
science,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
needed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
efficiently,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
applied,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
inexhaustible,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
unending,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
flow,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
rivers,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
streams,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
anew,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
musical,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
notes,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
melodies,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
primary,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
colors,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
blue,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
red,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
white,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
black,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
produce,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
hues,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
cardinal,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
tastes,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
sour,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
acrid,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
salt,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
sweet,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
bitter,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
yield,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
flavors,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
tasted,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
endless,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
series,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
circle,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
possibilities,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
torrent,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
quality,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
well-timed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
swoop,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
falcon,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
victim,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
terrible,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
prompt,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
bending,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
crossbow,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
releasing,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
trigger,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
turmoil,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
tumult,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
seeming,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
real,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
confusion,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
chaos,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
proof,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
hiding,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
beneath,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
cloak,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
subdivision,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
concealing,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
timidity,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
presupposes,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
fund,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
latent,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
masking,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
maintains,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
deceitful,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
sacrifices,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
effect,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
require,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
individuals,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
pick,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
utilizes,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
logs,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
log,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
motionless,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
four-cornered,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
standstill,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
round-shaped,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
developed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
momentum,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
round,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
rolled,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
thousands,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
feet,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,FALSE
vi,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
imposes,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
allow,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
imposed,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
harass,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
supplied,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
starve,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
quietly,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
encamped,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
swiftly,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
succeeding,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
undefended,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
o,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
subtlety,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
inaudible,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
absolutely,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
irresistible,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
pursuit,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
rapid,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
engagement,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
sheltered,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
rampart,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
ditch,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
obliged,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
engaging,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
lines,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
traced,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
odd,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
unaccountable,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
discovering,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
remaining,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
split,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
fractions,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
pitted,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
intend,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
distributed,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
proportionately,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
sends,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
compelling,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
knowing,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
greatest,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
support,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
furthest,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
portions,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
anything,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
apart,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
nearest,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
separated,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
exceed,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
achieved,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
scheme,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
rouse,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
activity,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
inactivity,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
reveal,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
vulnerable,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
compare,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
opposing,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
superabundant,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
deficient,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
pitch,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
attain,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
prying,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
subtlest,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
machinations,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
wisest,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
brains,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
produced,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
comprehend,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
strategy,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
evolved,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
repeat,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
regulated,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
infinite,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
variety,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
runs,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
hastens,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
downwards,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
shapes,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
flows,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
works,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
retains,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
shape,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
heaven-born,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
captain,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
wood,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
metal,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
predominant,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
periods,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
waning,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
waxing,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,FALSE
vii,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
collected,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
blend,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
harmonize,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
thereof,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
pitching,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
difficulty,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
turning,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
devious,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
route,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
advantageous,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
undisciplined,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
equipped,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
detach,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
flying,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
involves,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
sacrifice,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
buff-coats,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
halting,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
covering,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
double,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
usual,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
stretch,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
wrest,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
jaded,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
ones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
plan,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
one-tenth,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
destination,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
fifty,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
outmaneuver,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
division,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
thirty,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
two-thirds,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
baggage-train,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
bases,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
neighbors,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
dissimulation,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
compactness,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
raiding,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
plundering,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
immovability,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
impenetrable,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
thunderbolt,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
countryside,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
spoil,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
new,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
cut,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
allotments,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
soldiery,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
ponder,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
deliberate,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
learnt,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
book,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
management,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
spoken,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
word,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
objects,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
clearly,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
focused,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
particular,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
brave,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
cowardly,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
handling,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
masses,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
night-fighting,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
signal-fires,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
influencing,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
presence,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
keenest,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
morning,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
noonday,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
begun,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
flag,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
evening,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
bent,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
avoids,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
sluggish,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
inclined,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
moods,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
disciplined,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
hubbub,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
retaining,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
self-possession,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
toiling,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
struggling,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
well-fed,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
famished,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
husbanding,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
intercepting,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
drawn,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
confident,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
axiom,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
uphill,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
downhill,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,FALSE
